Activity Date,Process Date,Settle Date,Instrument,Description,Trans Code,Quantity,Price,Amount,Suppressed
3/12/2020,3/12/2020,3/16/2020,SPYG,SPDR Portfolio S&P 500 Growth ETF,Buy,10,$2 ,($16),N
3/12/2020,3/12/2020,3/16/2020,HD,Home Depot,Buy,2,$2 ,$14 ,N
3/12/2020,3/12/2020,3/16/2020,TGT,Target,Buy,12,$4 ,$40 ,N
3/12/2020,3/12/2020,3/16/2020,RCL,Royal Caribbean Group,Buy,14,$2 ,$4 ,N
3/12/2020,3/12/2020,3/16/2020,CCL,Carnival,Buy,11,$3 ,($27),N
3/12/2020,3/12/2020,3/16/2020,CCL,Carnival,Buy,10,$4 ,$28 ,N
3/12/2020,3/12/2020,3/16/2020,DIS,Disney,Buy,13,$3 ,$21 ,N
3/12/2020,3/12/2020,3/16/2020,DIS,Disney,Buy,1,$3 ,$24 ,N
3/12/2020,3/12/2020,3/12/2020,,ACH Deposit,ACH,0,$9 ,$63 ,N
3/11/2020,3/11/2020,3/13/2020,DIS,Disney,Buy,13,$4 ,($36),N
3/11/2020,3/11/2020,3/13/2020,VXUS,Vanguard Total International Stock ETF,Buy,0,$3 ,$0 ,N
3/11/2020,3/11/2020,3/13/2020,BA,Boeing,Buy,11,$3 ,$30 ,N
3/11/2020,3/11/2020,3/13/2020,CCL,Carnival,Buy,11,$9 ,($81),N
3/11/2020,3/11/2020,3/13/2020,RCL,Royal Caribbean Group,Buy,11,$3 ,($18),N
3/11/2020,3/11/2020,3/13/2020,DIS,Disney,Buy,7,$9 ,$63 ,N
3/11/2020,3/11/2020,3/13/2020,ANSS,ANSYS,Buy,14,$8 ,$16 ,N
3/11/2020,3/11/2020,3/13/2020,SPYG,SPDR Portfolio S&P 500 Growth ETF,Buy,12,$9 ,$81 ,N
3/11/2020,3/11/2020,3/13/2020,RCL,Royal Caribbean Group,Buy,4,$7 ,$35 ,N
3/11/2020,3/11/2020,3/13/2020,CCL,Carnival,Buy,2,$7 ,$70 ,N
3/10/2020,3/10/2020,3/10/2020,TGT,Cash Div: R/D 2020-02-19 P/D 2020-03-10 - 1 shares at 0.66,CDIV,11,$5 ,$15 ,N
3/10/2020,3/10/2020,3/12/2020,CCL,Carnival,Buy,12,$8 ,$48 ,N
3/10/2020,3/10/2020,3/12/2020,RCL,Royal Caribbean Group,Buy,14,$3 ,$18 ,N
3/10/2020,3/10/2020,3/12/2020,BA,Boeing,Buy,6,$6 ,($6),N
3/10/2020,3/10/2020,3/12/2020,ANSS,ANSYS,Buy,10,$10 ,($60),N
3/10/2020,3/10/2020,3/12/2020,SPYG,SPDR Portfolio S&P 500 Growth ETF,Buy,15,$3 ,($30),N
3/10/2020,3/10/2020,3/12/2020,VXUS,Vanguard Total International Stock ETF,Buy,11,$3 ,$0 ,N
3/9/2020,3/9/2020,3/9/2020,,ACH Deposit,ACH,9,$6 ,($6),N
3/6/2020,3/6/2020,3/6/2020,BA,Cash Div: R/D 2020-02-14 P/D 2020-03-06 - 7 shares at 2.055,CDIV,-1,$8 ,$72 ,N
3/6/2020,3/6/2020,3/10/2020,TGT,Target,Buy,0,$8 ,$32 ,N
3/6/2020,3/6/2020,3/10/2020,ANSS,ANSYS,Buy,-1,$4 ,($28),N
3/6/2020,3/6/2020,3/10/2020,RCL,Royal Caribbean Group,Buy,3,$10 ,$100 ,N
3/6/2020,3/6/2020,3/10/2020,CCL,Carnival,Buy,10,$3 ,($18),N
3/6/2020,3/6/2020,3/6/2020,,ACH Deposit,ACH,8,$9 ,$45 ,N
3/6/2020,3/6/2020,3/6/2020,,ACH Deposit,ACH,7,$10 ,($80),N
3/4/2020,3/4/2020,3/6/2020,CCL,Carnival,Buy,6,$8 ,($40),N
3/4/2020,3/4/2020,3/6/2020,TGT,Target,Buy,13,$4 ,$24 ,N
3/4/2020,3/4/2020,3/6/2020,RCL,Royal Caribbean Group,Buy,9,$10 ,($90),N
3/4/2020,3/4/2020,3/6/2020,ANSS,ANSYS,Buy,5,$3 ,$12 ,N
3/4/2020,3/4/2020,3/6/2020,SPYG,SPDR Portfolio S&P 500 Growth ETF,Buy,12,$6 ,($12),N
3/4/2020,3/4/2020,3/6/2020,NOBL,ProShares S&P 500 Dividend Aristocrats ETF,Buy,2,$1 ,$9 ,N
2/28/2020,2/28/2020,3/3/2020,HD,Home Depot,Buy,2,$2 ,$14 ,N
2/28/2020,2/28/2020,3/3/2020,RCL,Royal Caribbean Group,Buy,10,$8 ,($16),N
2/28/2020,2/28/2020,2/28/2020,,ACH Deposit,ACH,3,$4 ,$28 ,N
2/27/2020,2/27/2020,3/2/2020,ANSS,ANSYS,Buy,1,$10 ,$0 ,N
2/27/2020,2/27/2020,3/2/2020,CCL,Carnival,Buy,1,$10 ,($70),N
2/27/2020,2/27/2020,3/2/2020,RCL,Royal Caribbean Group,Buy,9,$3 ,$24 ,N
2/27/2020,2/27/2020,3/2/2020,CCL,Carnival,Buy,5,$6 ,($42),N
2/27/2020,2/27/2020,3/2/2020,RCL,Royal Caribbean Group,Buy,8,$10 ,$80 ,N
2/27/2020,2/27/2020,3/2/2020,ANSS,ANSYS,Buy,14,$3 ,($9),N
2/26/2020,2/26/2020,2/28/2020,CCL,Carnival,Buy,0,$10 ,($20),N
2/26/2020,2/26/2020,2/28/2020,BA,Boeing,Buy,13,$9 ,$18 ,N
2/26/2020,2/26/2020,2/28/2020,ANSS,ANSYS,Buy,14,$10 ,$40 ,N
2/26/2020,2/26/2020,2/28/2020,RCL,Royal Caribbean Group,Buy,5,$5 ,$50 ,N
2/26/2020,2/26/2020,2/26/2020,,ACH Deposit,ACH,-1,$3 ,$0 ,N
2/25/2020,2/25/2020,2/27/2020,CCL,Carnival,Buy,6,$10 ,($70),N
2/25/2020,2/25/2020,2/27/2020,TGT,Target,Buy,13,$3 ,$30 ,N
2/25/2020,2/25/2020,2/27/2020,RCL,Royal Caribbean Group,Buy,12,$1 ,$2 ,N
2/21/2020,2/21/2020,2/25/2020,NIO,NIO,Sell,6,$8 ,($16),N
2/21/2020,2/21/2020,2/25/2020,ANSS,ANSYS,Buy,9,$2 ,($16),N
1/23/2020,1/23/2020,1/24/2020,NFLX,NFLX 2021-01-15 Put $130.00,STC,12,$1 ,$7 ,N
1/21/2020,1/21/2020,1/23/2020,BA,Boeing,Buy,6,$2 ,$20 ,N
1/15/2020,1/15/2020,1/17/2020,TGT,Target,Buy,11,$7 ,$7 ,N
1/3/2020,1/3/2020,1/7/2020,BYND,Beyond Meat,Buy,10,$1 ,($2),N
1/3/2020,1/3/2020,1/7/2020,XONE,ExOne,Sell,10,$2 ,($18),N
1/3/2020,1/3/2020,1/7/2020,ANSS,ANSYS,Buy,5,$7 ,$14 ,N
1/3/2020,1/3/2020,1/7/2020,MMM,3M,Sell,9,$2 ,$6 ,N
1/2/2020,1/2/2020,1/2/2020,NOBL,Cash Div: R/D 2019-12-26 P/D 2020-01-02 - 3 shares at 0.440285,CDIV,14,$3 ,$21 ,N
12/31/2019,12/31/2019,12/31/2019,QQQ,Cash Div: R/D 2019-12-24 P/D 2019-12-31 - 5 shares at 0.45765,CDIV,1,$4 ,($36),N
12/27/2019,12/27/2019,12/27/2019,SPYG,Cash Div: R/D 2019-12-24 P/D 2019-12-27 - 125 shares at 0.16046,CDIV,12,$6 ,($30),N
12/27/2019,12/27/2019,12/27/2019,VXUS,Cash Div: R/D 2019-12-24 P/D 2019-12-27 - 13 shares at 0.6281,CDIV,3,$2 ,($6),N
12/26/2019,12/26/2019,12/30/2019,TROX,Tronox,Sell,9,$6 ,$18 ,N
12/23/2019,12/23/2019,12/23/2019,--,Received Stock Referral Reward for TROX,REC,15,$8 ,$56 ,N
12/17/2019,12/17/2019,12/19/2019,BA,Boeing,Buy,0,$10 ,$50 ,N
12/17/2019,12/17/2019,12/17/2019,NTDOY,Foreign Tax Witholding at $0.05,DTAX,5,$7 ,($7),N
12/17/2019,12/17/2019,12/17/2019,NTDOY,Cash Div: R/D 2019-09-27 P/D 2019-12-17 - 1 shares at 0.308339,CDIV,4,$1 ,$2 ,N
12/17/2019,12/17/2019,12/17/2019,NTDOY,Sponsored ADR: Agency Processing Fee at $0.04,DFEE,13,$6 ,$24 ,N
12/12/2019,12/12/2019,12/12/2019,MMM,Cash Div: R/D 2019-11-22 P/D 2019-12-12 - 2 shares at 1.44,CDIV,0,$4 ,$40 ,N
12/6/2019,12/6/2019,12/6/2019,BA,Cash Div: R/D 2019-11-08 P/D 2019-12-06 - 5 shares at 2.055,CDIV,13,$4 ,($40),N
12/2/2019,12/2/2019,12/4/2019,NIO,NIO,Sell,10,$8 ,($24),N
12/2/2019,12/2/2019,12/4/2019,NIO,NIO,Sell,4,$4 ,$28 ,N
11/14/2019,11/14/2019,11/14/2019,,ACH Withdrawal,ACH,15,$1 ,$10 ,N
11/14/2019,11/14/2019,11/18/2019,TSLA,Tesla,Sell,0,$8 ,$8 ,N
11/6/2019,11/6/2019,11/6/2019,NIO,ADR Fee: R/D 2019-10-18 P/D 2019-11-05 - 70.000 shares at 0.02,AFEE,15,$9 ,$36 ,N
10/31/2019,10/31/2019,10/31/2019,QQQ,Cash Div: R/D 2019-09-24 P/D 2019-10-31 - 5 shares at 0.38415,CDIV,-1,$3 ,$9 ,N
10/29/2019,10/29/2019,10/31/2019,TSLA,Tesla,Sell,15,$2 ,$4 ,N
10/25/2019,10/25/2019,10/28/2019,ANSS,ANSS 2020-04-17 Call $290.00,STC,5,$8 ,$32 ,N
10/24/2019,10/24/2019,10/28/2019,MMM,3M,Buy,0,$3 ,$21 ,N
10/23/2019,10/23/2019,10/24/2019,ANSS,ANSS 2020-04-17 Call $290.00,BTO,14,$3 ,$18 ,N
10/23/2019,10/23/2019,10/25/2019,NTDOY,Nintendo,Sell,1,$8 ,$0 ,N
10/22/2019,10/22/2019,10/24/2019,BA,Boeing,Buy,-1,$4 ,$4 ,N
10/22/2019,10/22/2019,10/24/2019,XONE,ExOne,Buy,3,$9 ,($27),N
10/11/2019,10/11/2019,10/16/2019,NIO,NIO,Buy,0,$1 ,($5),N
10/3/2019,10/3/2019,10/7/2019,MMM,3M,Buy,1,$3 ,$15 ,N
10/2/2019,10/2/2019,10/2/2019,NOBL,Cash Div: R/D 2019-09-26 P/D 2019-10-02 - 3 shares at 0.363678,CDIV,4,$5 ,($20),N
9/27/2019,9/27/2019,9/27/2019,VXUS,Cash Div: R/D 2019-09-25 P/D 2019-09-27 - 13 shares at 0.3004,CDIV,11,$9 ,$27 ,N
9/26/2019,9/26/2019,9/26/2019,SPYG,Cash Div: R/D 2019-09-24 P/D 2019-09-26 - 125 shares at 0.141984,CDIV,8,$2 ,$16 ,N
9/25/2019,9/25/2019,9/27/2019,BA,Boeing,Sell,12,$6 ,$60 ,N
9/20/2019,9/20/2019,9/24/2019,NTDOY,Nintendo,Sell,5,$6 ,$6 ,N
9/19/2019,9/19/2019,9/20/2019,NFLX,NFLX 2021-01-15 Put $130.00,BTO,15,$10 ,$70 ,N
9/6/2019,9/6/2019,9/6/2019,BA,Cash Div: R/D 2019-08-09 P/D 2019-09-06 - 5 shares at 2.055,CDIV,15,$8 ,$48 ,N
9/3/2019,9/3/2019,9/5/2019,XONE,ExOne,Sell,4,$1 ,($4),N
8/26/2019,8/26/2019,8/28/2019,NIO,NIO,Buy,12,$10 ,($60),N
8/26/2019,8/26/2019,8/28/2019,SPYG,SPDR Portfolio S&P 500 Growth ETF,Buy,0,$4 ,($8),N
8/26/2019,8/26/2019,8/28/2019,NOBL,ProShares S&P 500 Dividend Aristocrats ETF,Buy,8,$5 ,($5),N
8/15/2019,8/15/2019,8/19/2019,NIO,NIO,Buy,4,$1 ,($6),N
8/15/2019,8/15/2019,8/19/2019,SPYG,SPDR Portfolio S&P 500 Growth ETF,Buy,10,$9 ,$18 ,N
8/15/2019,8/15/2019,8/19/2019,VXUS,Vanguard Total International Stock ETF,Buy,3,$4 ,$8 ,N
8/12/2019,8/12/2019,8/14/2019,BABA,Alibaba,Buy,3,$7 ,$63 ,N
8/9/2019,8/9/2019,8/13/2019,XONE,ExOne,Buy,7,$5 ,($35),N
8/6/2019,8/6/2019,8/8/2019,BABA,Alibaba,Buy,2,$6 ,$42 ,N
8/6/2019,8/6/2019,8/8/2019,SPYG,SPDR Portfolio S&P 500 Growth ETF,Buy,10,$2 ,$16 ,N
8/6/2019,8/6/2019,8/8/2019,VXUS,Vanguard Total International Stock ETF,Buy,2,$4 ,($36),N
8/6/2019,8/6/2019,8/8/2019,NOBL,ProShares S&P 500 Dividend Aristocrats ETF,Buy,0,$1 ,$7 ,N
8/2/2019,8/2/2019,8/6/2019,SPYG,SPDR Portfolio S&P 500 Growth ETF,Buy,0,$6 ,($42),N
8/1/2019,8/1/2019,8/5/2019,SPYG,SPDR Portfolio S&P 500 Growth ETF,Buy,-1,$10 ,$40 ,N
8/1/2019,8/1/2019,8/1/2019,,ACH Deposit,ACH,0,$1 ,($3),N
7/31/2019,7/31/2019,7/31/2019,QQQ,Cash Div: R/D 2019-06-25 P/D 2019-07-31 - 5 shares at 0.41558,CDIV,12,$1 ,$6 ,N
7/29/2019,7/29/2019,7/31/2019,NOBL,ProShares S&P 500 Dividend Aristocrats ETF,Buy,0,$7 ,$42 ,N
7/15/2019,7/15/2019,7/15/2019,NTDOY,Cash Div: R/D 2019-03-29 P/D 2019-07-15 - 14 shares at 0.741633,CDIV,7,$8 ,($32),N
7/15/2019,7/15/2019,7/15/2019,NTDOY,Foreign Tax Witholding at $1.59,DTAX,5,$10 ,($60),N
7/15/2019,7/15/2019,7/15/2019,NTDOY,Sponsored ADR: Agency Processing Fee at $0.70,DFEE,8,$8 ,$0 ,N
7/12/2019,7/12/2019,7/16/2019,SPYG,SPDR Portfolio S&P 500 Growth ETF,Buy,5,$2 ,($6),N
7/11/2019,7/11/2019,7/15/2019,SPYG,SPDR Portfolio S&P 500 Growth ETF,Buy,15,$6 ,$24 ,N
7/10/2019,7/10/2019,7/12/2019,NIO,NIO,Sell,2,$3 ,$3 ,N
7/9/2019,7/9/2019,7/11/2019,SPYG,SPDR Portfolio S&P 500 Growth ETF,Buy,12,$7 ,$49 ,N
7/8/2019,7/8/2019,7/10/2019,SPYG,SPDR Portfolio S&P 500 Growth ETF,Buy,12,$1 ,$9 ,N
7/5/2019,7/5/2019,7/9/2019,SPYG,SPDR Portfolio S&P 500 Growth ETF,Buy,10,$1 ,$1 ,N
7/3/2019,7/3/2019,7/3/2019,,ACH Deposit,ACH,4,$6 ,($42),N
7/3/2019,7/3/2019,7/8/2019,VXUS,Vanguard Total International Stock ETF,Buy,1,$6 ,($30),N
7/3/2019,7/3/2019,7/8/2019,SPYG,SPDR Portfolio S&P 500 Growth ETF,Buy,3,$7 ,$56 ,N
7/2/2019,7/2/2019,7/5/2019,NTDOY,Nintendo,Sell,12,$8 ,($16),N
6/28/2019,6/28/2019,7/2/2019,SPYG,SPDR Portfolio S&P 500 Growth ETF,Buy,11,$3 ,$21 ,N
6/27/2019,6/27/2019,6/27/2019,SPYG,Cash Div: R/D 2019-06-25 P/D 2019-06-27 - 108 shares at 0.148497,CDIV,1,$2 ,($2),N
6/26/2019,6/26/2019,6/28/2019,NTDOY,Nintendo,Sell,6,$4 ,($16),N
6/26/2019,6/26/2019,6/26/2019,VXUS,Cash Div: R/D 2019-06-24 P/D 2019-06-26 - 10 shares at 0.6106,CDIV,3,$8 ,$80 ,N
6/21/2019,6/21/2019,6/25/2019,NIO,NIO,Buy,15,$2 ,($18),N
6/21/2019,6/21/2019,6/25/2019,SPYG,SPDR Portfolio S&P 500 Growth ETF,Buy,0,$1 ,$9 ,N
6/20/2019,6/20/2019,6/24/2019,SPYG,SPDR Portfolio S&P 500 Growth ETF,Buy,14,$5 ,$15 ,N
6/20/2019,6/20/2019,6/24/2019,MMM,3M,Sell,2,$9 ,($54),N
6/19/2019,6/19/2019,6/21/2019,MMM,3M,Buy,10,$1 ,$10 ,N
6/7/2019,6/7/2019,6/7/2019,BA,Cash Div: R/D 2019-05-10 P/D 2019-06-07 - 4 shares at 2.055,CDIV,7,$9 ,$18 ,N
5/31/2019,5/31/2019,6/4/2019,SPYG,SPDR Portfolio S&P 500 Growth ETF,Buy,14,$9 ,$27 ,N
5/30/2019,5/30/2019,6/3/2019,VXUS,Vanguard Total International Stock ETF,Buy,5,$4 ,$8 ,N
5/30/2019,5/30/2019,5/30/2019,BABA,ADR Fee: R/D 2019-03-29 P/D 2019-05-29 - 8.000 shares at 0.02,AFEE,8,$3 ,($15),N
5/22/2019,5/22/2019,5/24/2019,VXUS,Vanguard Total International Stock ETF,Buy,12,$2 ,($16),N
5/22/2019,5/22/2019,5/24/2019,BABA,Alibaba,Buy,4,$10 ,($70),N
5/20/2019,5/20/2019,5/22/2019,QQQ,Invesco QQQ,Buy,4,$9 ,($36),N
5/20/2019,5/20/2019,5/22/2019,TSLA,Tesla,Buy,8,$1 ,($1),N
5/20/2019,5/20/2019,5/20/2019,,ACH Deposit,ACH,2,$3 ,$30 ,N
5/15/2019,5/15/2019,5/17/2019,BA,Boeing,Buy,10,$5 ,$35 ,N
5/15/2019,5/15/2019,5/15/2019,,ACH Deposit,ACH,9,$5 ,$20 ,N
5/13/2019,5/13/2019,5/15/2019,SPYG,SPDR Portfolio S&P 500 Growth ETF,Buy,9,$8 ,($56),N
5/13/2019,5/13/2019,5/15/2019,VXUS,Vanguard Total International Stock ETF,Buy,10,$7 ,$42 ,N
5/13/2019,5/13/2019,5/15/2019,QQQ,Invesco QQQ,Buy,0,$2 ,($2),N
5/13/2019,5/13/2019,5/15/2019,SPYG,SPDR Portfolio S&P 500 Growth ETF,Buy,14,$6 ,$36 ,N
5/10/2019,5/10/2019,5/14/2019,SPYG,SPDR Portfolio S&P 500 Growth ETF,Buy,6,$7 ,$56 ,N
5/9/2019,5/9/2019,5/13/2019,SPYG,SPDR Portfolio S&P 500 Growth ETF,Buy,12,$8 ,$80 ,N
5/9/2019,5/9/2019,5/13/2019,VXUS,Vanguard Total International Stock ETF,Buy,5,$3 ,$6 ,N
5/9/2019,5/9/2019,5/13/2019,SPYG,SPDR Portfolio S&P 500 Growth ETF,Buy,11,$7 ,$70 ,N
5/9/2019,5/9/2019,5/13/2019,QQQ,Invesco QQQ,Buy,4,$5 ,$15 ,N
5/6/2019,5/6/2019,5/8/2019,SPYG,SPDR Portfolio S&P 500 Growth ETF,Buy,12,$1 ,$0 ,N
5/2/2019,5/2/2019,5/6/2019,SPYG,SPDR Portfolio S&P 500 Growth ETF,Buy,12,$4 ,($28),N
5/2/2019,5/2/2019,5/6/2019,GS,Goldman Sachs,Sell,15,$2 ,($4),N
4/30/2019,4/30/2019,5/2/2019,QQQ,Invesco QQQ,Buy,12,$3 ,$21 ,N
4/30/2019,4/30/2019,5/2/2019,META,Meta Platforms,Sell,4,$2 ,$2 ,N
4/25/2019,4/25/2019,4/29/2019,VXUS,Vanguard Total International Stock ETF,Buy,0,$9 ,($63),N
4/24/2019,4/24/2019,4/26/2019,META,Meta Platforms,Sell,11,$7 ,$56 ,N
4/24/2019,4/24/2019,4/26/2019,META,Meta Platforms,Sell,1,$1 ,$4 ,N
4/24/2019,4/24/2019,4/26/2019,SPYG,SPDR Portfolio S&P 500 Growth ETF,Buy,1,$9 ,($45),N
4/23/2019,4/23/2019,4/25/2019,TSLA,Tesla,Buy,15,$2 ,($14),N
4/15/2019,4/15/2019,4/17/2019,SPYG,SPDR Portfolio S&P 500 Growth ETF,Buy,6,$5 ,$45 ,N
4/15/2019,4/15/2019,4/17/2019,MODG,Topgolf Callaway Brands,Sell,12,$8 ,$64 ,N
4/12/2019,4/12/2019,4/16/2019,GS,Goldman Sachs,Sell,2,$1 ,$10 ,N
4/10/2019,4/10/2019,4/12/2019,SPYG,SPDR Portfolio S&P 500 Growth ETF,Buy,9,$3 ,$9 ,N
4/10/2019,4/10/2019,4/10/2019,,ACH Deposit,ACH,2,$9 ,($18),N
4/9/2019,4/9/2019,4/11/2019,META,Meta Platforms,Sell,7,$2 ,($16),N
4/4/2019,4/4/2019,4/8/2019,TSLA,Tesla,Buy,1,$4 ,$36 ,N
4/3/2019,4/3/2019,4/5/2019,MODG,Topgolf Callaway Brands,Buy,11,$4 ,($12),N
4/3/2019,4/3/2019,4/5/2019,META,Meta Platforms,Sell,15,$1 ,$10 ,N
4/2/2019,4/2/2019,4/4/2019,META,Meta Platforms,Sell,11,$8 ,($80),N
3/28/2019,3/28/2019,3/28/2019,VXUS,Cash Div: R/D 2019-03-26 P/D 2019-03-28 - 3 shares at 0.1656,CDIV,4,$5 ,($30),N
3/28/2019,3/28/2019,3/28/2019,GS,Cash Div: R/D 2019-02-28 P/D 2019-03-28 - 7 shares at 0.8,CDIV,6,$5 ,($35),N
3/26/2019,3/26/2019,3/28/2019,NIO,NIO,Buy,10,$3 ,$12 ,N
3/25/2019,3/25/2019,3/27/2019,DHI,D. R. Horton,Sell,0,$8 ,$0 ,N
3/22/2019,3/22/2019,3/26/2019,SPYG,SPDR Portfolio S&P 500 Growth ETF,Buy,12,$3 ,($6),N
3/21/2019,3/21/2019,3/25/2019,VXUS,Vanguard Total International Stock ETF,Buy,2,$10 ,($40),N
3/21/2019,3/21/2019,3/21/2019,SPYG,Cash Div: R/D 2019-03-19 P/D 2019-03-21 - 42 shares at 0.122267,CDIV,7,$9 ,$90 ,N
3/20/2019,3/20/2019,3/22/2019,TSLA,Tesla,Buy,10,$7 ,($14),N
3/15/2019,3/15/2019,3/19/2019,AAPL,Apple,Sell,9,$6 ,($18),N
3/11/2019,3/11/2019,3/13/2019,BA,Boeing,Buy,5,$10 ,$90 ,N
3/8/2019,3/8/2019,3/8/2019,,ACH Deposit,ACH,2,$1 ,$2 ,N
3/7/2019,3/7/2019,3/7/2019,MODG,Cash Div: R/D 2019-02-14 P/D 2019-03-07 - 20 shares at 0.01,CDIV,12,$3 ,$18 ,N
3/5/2019,3/5/2019,3/7/2019,TSLA,Tesla,Buy,0,$10 ,($70),N
3/1/2019,3/1/2019,3/1/2019,BA,Cash Div: R/D 2019-02-08 P/D 2019-03-01 - 3 shares at 2.055,CDIV,3,$8 ,($8),N
2/27/2019,2/27/2019,3/1/2019,VXUS,Vanguard Total International Stock ETF,Buy,-1,$7 ,($42),N
2/26/2019,2/26/2019,2/28/2019,TSLA,Tesla,Buy,7,$3 ,($18),N
2/25/2019,2/25/2019,2/25/2019,,ACH Deposit,ACH,7,$2 ,$12 ,N
2/25/2019,2/25/2019,2/25/2019,DHI,Cash Div: R/D 2019-02-11 P/D 2019-02-25 - 7 shares at 0.15,CDIV,12,$7 ,$63 ,N
2/20/2019,2/20/2019,2/22/2019,META,Meta Platforms,Buy,10,$2 ,$2 ,N
2/20/2019,2/20/2019,2/22/2019,GS,Goldman Sachs,Buy,5,$7 ,$70 ,N
2/20/2019,2/20/2019,2/20/2019,,ACH Deposit,ACH,-1,$2 ,$2 ,N
2/14/2019,2/14/2019,2/14/2019,AAPL,Cash Div: R/D 2019-02-11 P/D 2019-02-14 - 6 shares at 0.73,CDIV,12,$8 ,$16 ,N
2/12/2019,2/12/2019,2/14/2019,NTDOY,Nintendo,Buy,13,$8 ,$32 ,N
2/12/2019,2/12/2019,2/12/2019,,ACH Deposit,ACH,2,$5 ,$25 ,N
2/6/2019,2/6/2019,2/8/2019,MODG,Topgolf Callaway Brands,Buy,6,$9 ,($45),N
2/6/2019,2/6/2019,2/8/2019,NTDOY,Nintendo,Buy,12,$7 ,($42),N
2/4/2019,2/4/2019,2/4/2019,,ACH Deposit,ACH,12,$7 ,$0 ,N
2/1/2019,2/1/2019,2/5/2019,NTDOY,Nintendo,Buy,3,$3 ,$30 ,N
1/29/2019,1/29/2019,1/31/2019,TSLA,Tesla,Buy,14,$10 ,$10 ,N
1/29/2019,1/29/2019,1/31/2019,SPYG,SPDR Portfolio S&P 500 Growth ETF,Sell,14,$3 ,($30),N
1/29/2019,1/29/2019,1/29/2019,,ACH Deposit,ACH,0,$2 ,$14 ,N
1/29/2019,1/29/2019,1/29/2019,,ACH Deposit,ACH,15,$4 ,$16 ,N
1/28/2019,1/28/2019,1/30/2019,MODG,Topgolf Callaway Brands,Buy,13,$8 ,($72),N
1/28/2019,1/28/2019,1/30/2019,BABA,Alibaba,Buy,15,$7 ,$63 ,N
1/28/2019,1/28/2019,1/30/2019,SPYG,SPDR Portfolio S&P 500 Growth ETF,Buy,5,$1 ,$5 ,N
1/28/2019,1/28/2019,1/30/2019,META,Meta Platforms,Buy,13,$6 ,$60 ,N
1/28/2019,1/28/2019,1/30/2019,AAPL,Apple,Buy,8,$9 ,$45 ,N
1/28/2019,1/28/2019,1/28/2019,,ACH Deposit,ACH,7,$1 ,($7),N
12/31/2018,12/31/2018,1/3/2019,NTDOY,Nintendo,Buy,14,$8 ,($8),N
12/31/2018,12/31/2018,1/3/2019,DHI,D. R. Horton,Sell,8,$10 ,($50),N
12/28/2018,12/28/2018,12/28/2018,SPYG,Cash Div: R/D 2018-12-26 P/D 2018-12-28 - 37 shares at 0.135812,CDIV,10,$7 ,($7),N
12/28/2018,12/28/2018,12/28/2018,GS,Cash Div: R/D 2018-11-30 P/D 2018-12-28 - 4 shares at 0.8,CDIV,13,$7 ,($63),N
12/26/2018,12/26/2018,12/28/2018,NTDOY,Nintendo,Buy,8,$2 ,($2),N
12/26/2018,12/26/2018,12/26/2018,,ACH Deposit,ACH,-1,$9 ,$45 ,N
12/21/2018,12/21/2018,12/26/2018,SPYG,SPDR Portfolio S&P 500 Growth ETF,Buy,15,$10 ,$60 ,N
12/21/2018,12/21/2018,12/26/2018,MODG,Topgolf Callaway Brands,Buy,9,$1 ,$7 ,N
12/21/2018,12/21/2018,12/26/2018,GS,Goldman Sachs,Buy,0,$6 ,($60),N
12/21/2018,12/21/2018,12/26/2018,AAPL,Apple,Buy,0,$7 ,$49 ,N
12/21/2018,12/21/2018,12/21/2018,,ACH Deposit,ACH,7,$1 ,$0 ,N
12/12/2018,12/12/2018,12/12/2018,MODG,Cash Div: R/D 2018-11-21 P/D 2018-12-12 - 5 shares at 0.01,CDIV,0,$4 ,($32),N
12/10/2018,12/10/2018,12/7/2018,,CDIV BA P: 12/7/2018 R: 11/9/2018,T/A,15,$6 ,($6),N
12/10/2018,12/10/2018,12/10/2018,DHI,Cash Div: R/D 2018-11-26 P/D 2018-12-10 - 10 shares at 0.15,CDIV,8,$4 ,$8 ,N
12/6/2018,12/6/2018,12/10/2018,SPYG,SPDR Portfolio S&P 500 Growth ETF,Buy,-1,$1 ,$6 ,N
12/4/2018,12/4/2018,12/6/2018,GS,Goldman Sachs,Buy,14,$10 ,($70),N
12/4/2018,12/4/2018,12/4/2018,,ACH Deposit,ACH,7,$2 ,($8),N
11/26/2018,11/26/2018,11/28/2018,SPYG,SPDR Portfolio S&P 500 Growth ETF,Buy,15,$10 ,($100),N
11/26/2018,11/26/2018,11/26/2018,,ACH Deposit,ACH,2,$4 ,($20),N
11/19/2018,11/19/2018,11/15/2018,AAPL,Cash Div: R/D 2018-11-12 P/D 2018-11-15 - 4 shares at 0.73,CDIV,15,$3 ,($3),N
11/12/2018,11/12/2018,11/12/2018,--,Meta Platforms,CONV,7,$10 ,($10),N
11/12/2018,11/12/2018,11/12/2018,--,SPDR Portfolio S&P 500 Growth ETF,CONV,12,$1 ,$0 ,N
11/12/2018,11/12/2018,11/12/2018,--,D. R. Horton,CONV,4,$10 ,($30),N
11/12/2018,11/12/2018,11/12/2018,--,Tesla,CONV,0,$1 ,($10),N
11/12/2018,11/12/2018,11/12/2018,--,Topgolf Callaway Brands,CONV,6,$2 ,($4),N
11/12/2018,11/12/2018,11/12/2018,,Apex to RHS Conversion,CONV,3,$3 ,($6),N
